Annee_Modele,Kilometrage,Marque,Modele,Puissance_fiscale,Type,TypeDeCarburant,prix
2017,90 000 - 94 999,Dacia,Logan,7 CV,hamria,Essence,"(nan,)"
2012,160 000 - 169 999,Audi,A6,8 CV,maarif,Diesel,"(199000.0,)"
2017,40 000 - 44 999,Renault,Megane,6 CV,californie,Diesel,"(170000.0,)"
2013,120 000 - 129 999,Volkswagen,Touareg,13 CV,oulfa,Diesel,"(210000.0,)"
2001,25 000 - 29 999,Peugeot,406,8 CV,"Voitures, Offre",Diesel,"(39000.0,)"
2002,0 - 4 999,Peugeot,206,6 CV,"Voitures, Offre",Essence,"(42000.0,)"
2011,130 000 - 139 999,Nissan,Qashqai,6 CV,"Voitures, Offre",Diesel,"(137000.0,)"
2009,160 000 - 169 999,Peugeot,207,6 CV,al_mandar_al_jamil,Diesel,"(105000.0,)"
2012,100 000 - 109 999,BMW,Serie 5,8 CV,maarif,Diesel,"(230000.0,)"
2013,140 000 - 149 999,Volkswagen,GOLF 6,6 CV,"Voitures, Offre",Diesel,"(135000.0,)"
2015,55 000 - 59 999,Porsche,Cayenne,12 CV,maarif,Diesel,"(nan,)"
centre,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Appareils photo et Caméras, Offre","(999.0,)"
2009,150 000 - 159 999,Dacia,Logan,6 CV,narjis,Diesel,"(59000.0,)"
hay_el_fath,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Meubles et Décoration, Offre","(850.0,)"
2006,150 000 - 159 999,Peugeot,206,6 CV,narjis,Diesel,"(59000.0,)"
2007,130 000 - 139 999,Kia,Picanto,6 CV,narjis,Essence,"(46500.0,)"
"Voitures, Offre","-
","
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(nan,)"
3,"110 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",route_ain_chkaf,"(nan,)"
2009,120 000 - 129 999,Daihatsu,Sirion,6 CV,"Voitures, Offre",Essence,"(50000.0,)"
2009,90 000 - 94 999,Mercedes-Benz,Classe CL,23 CV,autre_secteur,Essence,"(nan,)"
2005,0 - 4 999,BMW,X1,4 CV,"Voitures, Offre",Essence,"(3400.0,)"
2009,130 000 - 139 999,Dacia,Sandero,6 CV,ben_msick,Diesel,"(58000.0,)"
hay_el_fath,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Meubles et Décoration, Offre","(110.0,)"
2010,190 000 - 199 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,"(78000.0,)"
2002,190 000 - 199 999,Volkswagen,GOLF 4,ain_chock,"Voitures, Offre",Diesel,"(73000.0,)"
2016,45 000 - 49 999,Mercedes-Benz,Classe S,12 CV,maarif,Diesel,"(nan,)"
2012,150 000 - 159 999,Nissan,Qashqai,6 CV,autre_secteur,Diesel,"(128000.0,)"
2017,70 000 - 74 999,Renault,Clio,6 CV,oulfa,Diesel,"(nan,)"
2013,90 000 - 94 999,Dacia,Duster,6 CV,hay_al_bahja,Diesel,"(nan,)"
2006,130 000 - 139 999,Chevrolet,Aveo,anfa,"Voitures, Offre",Essence,"(39000.0,)"
2009,130 000 - 139 999,Dacia,Sandero,8 CV,"Voitures, Offre",Essence,"(49000.0,)"
2009,170 000 - 179 999,Chevrolet,Aveo,al_fida,"Voitures, Offre",Essence,"(42000.0,)"
2008,85 000 - 89 999,Zotye,Nomad,7 CV,yacoub_el_mansour,Essence,"(46000.0,)"
2017,45 000 - 49 999,Renault,Megane,6 CV,hay_al_bahja,Diesel,"(nan,)"
2003,0 - 4 999,Fiat,Palio,6 CV,"Voitures, Offre",Essence,"(38000.0,)"
2017,60 000 - 64 999,Audi,A5,8 CV,oulfa,Diesel,"(395000.0,)"
2015,100 000 - 109 999,Volkswagen,GOLF 7,8 CV,lissasfa,Diesel,"(nan,)"
2016,100 000 - 109 999,Peugeot,508,6 CV,yacoub_el_mansour,Diesel,"(154000.0,)"
2017,5 000 - 9 999,Nissan,Qashqai,6 CV,hassan,Diesel,"(270000.0,)"
2012,120 000 - 129 999,Renault,Symbol,6 CV,"Voitures, Offre",Diesel,"(76000.0,)"
2010,20 000 - 24 999,Chery,QQ6,toute_la_ville,"Voitures, Offre",Essence,"(35000.0,)"
2009,200 000 - 249 999,Renault,Koleos,11 CV,"Voitures, Offre",Diesel,"(42000.0,)"
2004,160 000 - 169 999,Volkswagen,GOLF 5,"Voitures, Offre","
",Diesel,"(85000.0,)"
1991,15 000 - 19 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,"(57000.0,)"
2016, 120 000 - 129 999,Honda,CR-V,6 CV,hay_el_fath,Diesel,"(235000.0,)"
souissi,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(400.0,)"
6,"-
","Maisons et Villas, Offre de location","
","
Sauvegarder l'annonce
","
",souissi,"(35000.0,)"
2017,80 000 - 84 999,Dacia,Duster,6 CV,lissasfa,Diesel,"(152000.0,)"
2001,0 - 4 999,Renault,Clio,"Voitures, Offre","
",Essence,"(43000.0,)"
2013,130 000 - 139 999,Honda,Civic,6 CV,anfa,Diesel,"(117000.0,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(nan,)"
2013,160 000 - 169 999,Dacia,Duster,6 CV,val_fleuri,Diesel,"(95000.0,)"
2017,20 000 - 24 999,Mercedes-Benz,Classe GLE,12 CV,autre_secteur,Diesel,"(nan,)"
2016,120 000 - 129 999,Fiat,Doblo,7 CV,"Voitures, Offre",Diesel,"(88000.0,)"
2016,15 000 - 19 999,Opel,Astra,6 CV,ain_chock,Diesel,"(nan,)"
2018,30 000 - 34 999,Peugeot,3008,8 CV,al_maghrib_al_arabi,Diesel,"(300000.0,)"
2016,65 000 - 69 999,Nissan,Juke,6 CV,hay_el_fath,Diesel,"(155000.0,)"
2014,100 000 - 109 999,Hyundai,Accent,oulfa,"Voitures, Offre",Diesel,"(97000.0,)"
2000,180 000 - 189 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,"(73000.0,)"
2000,200 000 - 249 999,Toyota,Yaris,6 CV,"Voitures, Offre",Essence,"(38000.0,)"
2017,35 000 - 39 999,Dacia,Logan,7 CV,autre_secteur,Essence,"(80000.0,)"
2008,150 000 - 159 999,Volkswagen,GOLF 5,8 CV,"Voitures, Offre",Diesel,"(62000.0,)"
2006,190 000 - 199 999,Citroen,C3,6 CV,"Voitures, Offre",Diesel,"(56000.0,)"
2014,100 000 - 109 999,Jeep,Wrangler,11 CV,hay_el_fath,Diesel,"(260000.0,)"
2013,60 000 - 64 999,Renault,Clio,autre_secteur,"Voitures, Offre",Essence,"(94000.0,)"
2010,180 000 - 189 999,Ford,Kuga,8 CV,anfa,Diesel,"(143000.0,)"
2001,5 000 - 9 999,Suzuki,Carry,"Voitures, Offre","
",Essence,"(73000.0,)"
2013,150 000 - 159 999,Volkswagen,Caddy,"Voitures, Offre","
",Diesel,"(nan,)"
2016,20 000 - 24 999,Peugeot,308,6 CV,anfa,Diesel,"(147000.0,)"
2010,130 000 - 139 999,Hyundai,i 10,"Voitures, Offre","
",Essence,"(50000.0,)"
2016,35 000 - 39 999,Fiat,500,autre_secteur,"Voitures, Offre",Essence,"(nan,)"
2016,55 000 - 59 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,"(120000.0,)"
2010,200 000 - 249 999,Citroen,Berlingo,7 CV,"Voitures, Offre",Diesel,"(nan,)"
2000,140 000 - 149 999,Fiat,Palio,6 CV,"Voitures, Offre",Diesel,"(38000.0,)"
1994,15 000 - 19 999,Citroen,AX,7 CV,"Voitures, Offre",Diesel,"(14000.0,)"
2006,200 000 - 249 999,Mercedes-Benz,CLASSE ML,11 CV,"Voitures, Offre",Diesel,"(135000.0,)"
2016,70 000 - 74 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,"(170000.0,)"
2019,0 - 4 999,Citroen,DS5,8 CV,californie,Diesel,"(nan,)"
2000,200 000 - 249 999,Renault,Clio,"Voitures, Offre","
",Essence,"(45000.0,)"
2013,140 000 - 149 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,"(74000.0,)"
2004,300 000 - 349 999,Mercedes-Benz,220,"Voitures, Offre","
",Diesel,"(95000.0,)"
1998,20 000 - 24 999,Fiat,Uno,6 CV,"Voitures, Offre",Essence,"(19000.0,)"
2019,0 - 4 999,Land Rover,Range Rover Sport,12 CV,anfa,Diesel,"(nan,)"
2002,200 000 - 249 999,Volkswagen,GOLF 4,8 CV,taibia,Diesel,"(60000.0,)"
2005,30 000 - 34 999,Volkswagen,Gol,sala_el_jadida,"Voitures, Offre",Essence,"(37000.0,)"
"Image & Son, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(250.0,)"
2012,0 - 4 999,Toyota,Hilux,ain_chock,"Voitures, Offre",Diesel,"(nan,)"
2012,130 000 - 139 999,Volkswagen,Touareg,12 CV,oulfa,Diesel,"(210000.0,)"
2011,140 000 - 149 999,Land Rover,Range Rover Sport,autre_secteur,"Voitures, Offre",Essence,"(nan,)"
2016,40 000 - 44 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,"(nan,)"
2017,45 000 - 49 999,Skoda,Octavia,8 CV,hay_massira,Diesel,"(178000.0,)"
mhamid,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(199.0,)"
1986,10 000 - 14 999,Renault,SUPER 5,toute_la_ville,"Voitures, Offre",Essence,"(21000.0,)"
2009,190 000 - 199 999,Honda,Civic,"Voitures, Offre","
",Essence,"(82000.0,)"
2013,140 000 - 149 999,Jaguar,XF,8 CV,oulfa,Diesel,"(190000.0,)"
2007,190 000 - 199 999,Kia,Rio,6 CV,"Voitures, Offre",Diesel,"(62000.0,)"
2012,120 000 - 129 999,Mercedes-Benz,Classe B,7 CV,"Voitures, Offre",Diesel,"(163000.0,)"
1993,110 000 - 119 999,Renault,R5,6 CV,"Voitures, Offre",Essence,"(28000.0,)"
2015,95 000 - 99 999,Volkswagen,Touareg,12 CV,hay_massira,Diesel,"(nan,)"
2013,20 000 - 24 999,Mercedes-Benz,220,toute_la_ville,"Voitures, Offre",Diesel,"(nan,)"
2008,200 000 - 249 999,Seat,Ibiza,8 CV,guich_oudaya,Diesel,"(70000.0,)"
2014,70 000 - 74 999,Renault,CAPTUR,6 CV,hassan,Diesel,"(nan,)"
2016,10 000 - 14 999,Citroen,C4 CACTUS,6 CV,hay_massira,Diesel,"(nan,)"
2014,200 000 - 249 999,Peugeot,208,6 CV,ben_ejdia,Diesel,"(79000.0,)"
2005,160 000 - 169 999,mini,cooper,8 CV,massira_1,Essence,"(67000.0,)"
2012,150 000 - 159 999,Citroen,C5,7 CV,"Voitures, Offre",Diesel,"(112000.0,)"
2016,25 000 - 29 999,Peugeot,208,"Voitures, Offre","
",Diesel,"(99000.0,)"
2011,25 000 - 29 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,"(68000.0,)"
2011,110 000 - 119 999,Volkswagen,GOLF 6,oulfa,"Voitures, Offre",Diesel,"(112000.0,)"
2016,70 000 - 74 999,Toyota,Corolla,6 CV,av_mohammed_v,Diesel,"(nan,)"
1986,5 000 - 9 999,Peugeot,309,6 CV,"Voitures, Offre",Essence,"(19000.0,)"
2017,25 000 - 29 999,Isuzu,D-MAX,10 CV,ain_sebaa,Diesel,"(188000.0,)"
2013,95 000 - 99 999,Dacia,Duster,hay_al_hassani,"Voitures, Offre",Diesel,"(102000.0,)"
2009,100 000 - 109 999,BMW,Serie 5,14 CV,yacoub_el_mansour,Essence,"(105000.0,)"
2016,150 000 - 159 999,Volkswagen,Touareg,12 CV,centre,Diesel,"(240000.0,)"
2007,100 000 - 109 999,Volkswagen,Polo,oulfa,"Voitures, Offre",Diesel,"(57000.0,)"
2013,160 000 - 169 999,Hyundai,i 40,7 CV,"Voitures, Offre",Diesel,"(132000.0,)"
2012,120 000 - 129 999,Dacia,Duster,6 CV,centre,Diesel,"(103000.0,)"
2008,10 000 - 14 999,Citroen,Berlingo,sidi_youssef_ben_ali,"Voitures, Offre",Diesel,"(nan,)"
2017,60 000 - 64 999,Fiat,Punto,6 CV,yacoub_el_mansour,Diesel,"(90000.0,)"
2009,150 000 - 159 999,Peugeot,206,6 CV,"Voitures, Offre",Essence,"(53000.0,)"
2010,150 000 - 159 999,Audi,A5,10 CV,2_mars,Diesel,"(135000.0,)"
2005,45 000 - 49 999,Renault,19,"Voitures, Offre","
",Diesel,"(50000.0,)"
2016,80 000 - 84 999,Peugeot,308,6 CV,yacoub_el_mansour,Diesel,"(125000.0,)"
2018,10 000 - 14 999,Fiat,Panda,oulfa,"Voitures, Offre",Essence,"(110000.0,)"
2017,45 000 - 49 999,Renault,Clio,7 CV,hay_massira,Diesel,"(nan,)"
2002,15 000 - 19 999,Peugeot,206,8 CV,"Voitures, Offre",Essence,"(55000.0,)"
1994,20 000 - 24 999,BMW,CABRIOLET,"Voitures, Offre","
",Essence,"(25000.0,)"
2010,180 000 - 189 999,Renault,Scenic,centre,"Voitures, Offre",Diesel,"(nan,)"
2015,100 000 - 109 999,Ford,Kuga,8 CV,"Voitures, Offre",Diesel,"(195000.0,)"
2006,140 000 - 149 999,Nissan,Murano,20 CV,yacoub_el_mansour,Essence,"(65000.0,)"
"Voitures, Offre","-
","
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(42000.0,)"
2013,130 000 - 139 999,Dacia,Logan,"Voitures, Offre","
",Diesel,"(65000.0,)"
2011,120 000 - 129 999,Audi,Q5,12 CV,yacoub_el_mansour,Diesel,"(180000.0,)"
2006,200 000 - 249 999,Renault,Megane,6 CV,massira,Diesel,"(63000.0,)"
2017,50 000 - 54 999,Dacia,Logan,6 CV,route_de_casablanca,Diesel,"(87000.0,)"
2012,95 000 - 99 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,"(67000.0,)"
2011,100 000 - 109 999,Citroen,Berlingo,6 CV,hassan,Diesel,"(nan,)"
2012,95 000 - 99 999,Dacia,Dokker,6 CV,autre_secteur,Diesel,"(98000.0,)"
2015,50 000 - 54 999,Chevrolet,other,8 CV,yacoub_el_mansour,Diesel,"(138000.0,)"
2011,75 000 - 79 999,Hyundai,i 10,6 CV,"Voitures, Offre",Essence,"(48000.0,)"
2015,75 000 - 79 999,Peugeot,301,6 CV,hassan,Diesel,"(nan,)"
2010,110 000 - 119 999,BMW,X1,8 CV,"Voitures, Offre",Diesel,"(153000.0,)"
2010,140 000 - 149 999,Mercedes-Benz,Classe E,12 CV,yacoub_el_mansour,Diesel,"(185000.0,)"
1989,5 000 - 9 999,Volkswagen,Passat,"Voitures, Offre","
",Essence,"(10000.0,)"
2007,95 000 - 99 999,Suzuki,Maruti,5 CV,hamria,Essence,"(nan,)"
2012,180 000 - 189 999,Kia,Sportage,8 CV,"Voitures, Offre",Diesel,"(136000.0,)"
2013,130 000 - 139 999,Ford,Kuga,8 CV,"Voitures, Offre",Diesel,"(nan,)"
2013,140 000 - 149 999,Renault,Scenic,"Voitures, Offre","
",Diesel,"(88000.0,)"
1992,250 000 - 299 999,Renault,19,7 CV,"Voitures, Offre",Diesel,"(nan,)"
2015,100 000 - 109 999,Dacia,Dokker,2_mars,"Voitures, Offre",Diesel,"(95000.0,)"
1998,40 000 - 44 999,Renault,Espace,9 CV,"Voitures, Offre",Diesel,"(60000.0,)"
2012,100 000 - 109 999,Dacia,Sandero,"Voitures, Offre","
",Diesel,"(72000.0,)"
2010,5 000 - 9 999,Mercedes-Benz,190,9 CV,"Voitures, Offre",Diesel,"(65000.0,)"
2019,0 - 4 999,Audi,other,12 CV,anfa,Diesel,"(nan,)"
2016,65 000 - 69 999,Hyundai,Accent,6 CV,"Voitures, Offre",Diesel,"(125000.0,)"
2015,130 000 - 139 999,Mercedes-Benz,Classe S,12 CV,medina,Diesel,"(nan,)"
1980 ou plus ancien,5 000 - 9 999,Ford,Transit,"Voitures, Offre","
",Essence,"(nan,)"
"Pièces et Accessoires pour véhicules, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(40.0,)"
2012,85 000 - 89 999,Alfa Romeo,Mito,autre_secteur,"Voitures, Offre",Essence,"(86000.0,)"
2013,110 000 - 119 999,Renault,Koleos,8 CV,"Voitures, Offre",Diesel,"(129500.0,)"
2015,120 000 - 129 999,Hyundai,ix 35,8 CV,haut_agdal,Diesel,"(179000.0,)"
2014,95 000 - 99 999,Renault,Clio,7 CV,"Voitures, Offre",Essence,"(64000.0,)"
2003,200 000 - 249 999,Toyota,Corolla,8 CV,massira,Essence,"(53000.0,)"
2018,25 000 - 29 999,Dacia,Duster,7 CV,les_portes_de_marrakech,Diesel,"(nan,)"
2016,20 000 - 24 999,Dacia,other,6 CV,av_mohammed_vi,Diesel,"(120000.0,)"
1985,5 000 - 9 999,Volkswagen,GOLF 2,6 CV,"Voitures, Offre",Diesel,"(27000.0,)"
2008,120 000 - 129 999,Mercedes-Benz,Classe C,8 CV,hay_el_fath,Diesel,"(142000.0,)"
2018,10 000 - 14 999,Renault,Clio,6 CV,"Voitures, Offre",Diesel,"(142000.0,)"
2016,20 000 - 24 999,Hyundai,i 10,6 CV,hamria,Essence,"(nan,)"
2011,130 000 - 139 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,"(97000.0,)"
2002,0 - 4 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,"(67000.0,)"
2014,90 000 - 94 999,Volkswagen,GOLF 7,al_mandar_al_jamil,"Voitures, Offre",Essence,"(260000.0,)"
2003,0 - 4 999,Fiat,Uno,7 CV,"Voitures, Offre",Diesel,"(35000.0,)"
2019,0 - 4 999,Land Rover,Range Rover,12 CV,route_del_jadida,Diesel,"(nan,)"
4,"828 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",toute_la_ville,"(5800000.0,)"
2017,35 000 - 39 999,Renault,Clio,6 CV,centre,Diesel,"(nan,)"
6,"118 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",bourgogne,"(16300.0,)"
1994,200 000 - 249 999,Renault,R19,ain_chock,"Voitures, Offre",Diesel,"(31000.0,)"
5,"1365 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",jbel_kbir,"(7500000.0,)"
2005,250 000 - 299 999,Volkswagen,Touran,8 CV,yacoub_el_mansour,Diesel,"(115000.0,)"
2017,40 000 - 44 999,Dacia,Duster,6 CV,hay_massira,Diesel,"(nan,)"
2017,70 000 - 74 999,Renault,Clio,6 CV,autre_secteur,Diesel,"(nan,)"
2010,150 000 - 159 999,Dacia,Logan,toute_la_ville,"Voitures, Offre",Diesel,"(nan,)"
2001,350 000 - 399 999,Isuzu,Trooper,"Voitures, Offre","
",Diesel,"(87000.0,)"
2012,130 000 - 139 999,Jaguar,XF,12 CV,yacoub_el_mansour,Diesel,"(220000.0,)"
2014,100 000 - 109 999,Volkswagen,Touran,"Voitures, Offre","
",Diesel,"(nan,)"
2014,80 000 - 84 999,Hyundai,Accent,6 CV,"Voitures, Offre",Diesel,"(nan,)"
2015,75 000 - 79 999,Jeep,Wrangler,11 CV,oulfa,Diesel,"(260000.0,)"
2014,140 000 - 149 999,Peugeot,508,6 CV,oulfa,Diesel,"(115000.0,)"
2001,400 000 - 449 999,Peugeot,307,8 CV,"Voitures, Offre",Diesel,"(57000.0,)"
1998,25 000 - 29 999,Mitsubishi,lancer,ain_chock,"Voitures, Offre",Essence,"(nan,)"
2006,140 000 - 149 999,Nissan,Sunny,7 CV,azib_derai,Essence,"(45000.0,)"
6,"1100 m²
","Bureaux et Plateaux, Offre de location","
","
Sauvegarder l'annonce
","
",souissi,"(nan,)"
2011,130 000 - 139 999,Seat,Ibiza,6 CV,hay_dakhla,Diesel,"(95000.0,)"
2015,80 000 - 84 999,Ford,Fiesta,"Voitures, Offre","
",Diesel,"(125000.0,)"
1995,170 000 - 179 999,Volkswagen,Jetta,7 CV,"Voitures, Offre",Diesel,"(22000.0,)"
2006,160 000 - 169 999,Honda,Jazz,lissasfa,"Voitures, Offre",Essence,"(48000.0,)"
2008,140 000 - 149 999,Citroen,C4,6 CV,mesnana,Diesel,"(78000.0,)"
2009,150 000 - 159 999,Fiat,Punto,"Voitures, Offre","
",Diesel,"(70000.0,)"
"Services, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(200.0,)"
2013,110 000 - 119 999,Dacia,Dokker,6 CV,bourgogne,Diesel,"(75000.0,)"
2011,50 000 - 54 999,Suzuki,Celerio,5 CV,"Voitures, Offre",Essence,"(44000.0,)"
2005,15 000 - 19 999,Peugeot,206,"Voitures, Offre","
",Essence,"(40000.0,)"
2014,120 000 - 129 999,Ford,Kuga,najmat_al_janoub,"Voitures, Offre",Diesel,"(158000.0,)"
2015,95 000 - 99 999,Ford,Focus,"Voitures, Offre","
",Diesel,"(157000.0,)"
2014,90 000 - 94 999,Dacia,Dokker,6 CV,azli,Diesel,"(83000.0,)"
2015,95 000 - 99 999,Ford,Focus,"Voitures, Offre","
",Diesel,"(157000.0,)"
2010,110 000 - 119 999,Fiat,500,5 CV,"Voitures, Offre",Diesel,"(85000.0,)"
2011,130 000 - 139 999,Mercedes-Benz,Classe C,"Voitures, Offre","
",Diesel,"(210000.0,)"
2015,110 000 - 119 999,Land Rover,Range Rover Evoque,"Voitures, Offre","
",Diesel,"(270000.0,)"
2,"108 m²
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",gueliz,"(650.0,)"
2011,70 000 - 74 999,Peugeot,107,5 CV,narjis,Essence,"(61000.0,)"
2000,200 000 - 249 999,Suzuki,Grand Vitara,14 CV,autre_secteur,Essence,"(45000.0,)"
2013,30 000 - 34 999,Peugeot,RCZ,"Voitures, Offre","
",Essence,"(170000.0,)"
2008,140 000 - 149 999,Kia,Sportage,8 CV,autre_secteur,Diesel,"(83000.0,)"
1986,0 - 4 999,Volkswagen,GOLF 2,6 CV,"Voitures, Offre",Diesel,"(32000.0,)"
2010,120 000 - 129 999,Renault,Scenic,7 CV,hassan,Diesel,"(nan,)"
2014,180 000 - 189 999,Volkswagen,Touareg,yacoub_el_mansour,"Voitures, Offre",Diesel,"(145000.0,)"
2011,70 000 - 74 999,Alfa Romeo,147,8 CV,massira_1,Diesel,"(78000.0,)"
1993,35 000 - 39 999,Renault,19,"Voitures, Offre","
",Diesel,"(43000.0,)"
2007,160 000 - 169 999,Peugeot,307,6 CV,autre_secteur,Diesel,"(75000.0,)"
2017,70 000 - 74 999,Skoda,Superb,8 CV,alsace_lorraine,Diesel,"(nan,)"
2016,55 000 - 59 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,"(82000.0,)"
2011,180 000 - 189 999,Audi,Q5,8 CV,oulfa,Diesel,"(nan,)"
2017,70 000 - 74 999,Ford,Fiesta,7 CV,hay_al_bahja,Essence,"(nan,)"
yacoub_el_mansour,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Electroménager et Vaisselles, Offre","(190.0,)"
2017,30 000 - 34 999,Fiat,Panda,hay_al_bahja,"Voitures, Offre",Essence,"(nan,)"
2004,110 000 - 119 999,Chevrolet,Aveo,toute_la_ville,"Voitures, Offre",Essence,"(36000.0,)"
2009,190 000 - 199 999,Hyundai,Santa Fe,8 CV,ain_sebaa,Diesel,"(98000.0,)"
2015,70 000 - 74 999,Renault,Kangoo,6 CV,hay_izdihar,Diesel,"(118000.0,)"
2010,180 000 - 189 999,Citroen,Berlingo,6 CV,"Voitures, Offre",Diesel,"(95000.0,)"
1984,150 000 - 159 999,Renault,R4,4 CV,autre_secteur,Essence,"(19000.0,)"
2010,120 000 - 129 999,Hyundai,Santa Fe,8 CV,"Voitures, Offre",Diesel,"(nan,)"
2015,75 000 - 79 999,Ford,Fiesta,6 CV,hay_dakhla,Diesel,"(106000.0,)"
2018,40 000 - 44 999,Fiat,500,6 CV,massira,Essence,"(nan,)"
6,"520 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",toute_la_ville,"(2450000.0,)"
4,"2000 m²
","Maisons et Villas, Offre de location","
","
Sauvegarder l'annonce
","
",hay_riad,"(40000.0,)"
2000,400 000 - 449 999,Man,other,Plus de 48 CV,oasis,Diesel,"(180000.0,)"
2009,180 000 - 189 999,Mitsubishi,lancer,9 CV,"Voitures, Offre",Essence,"(57000.0,)"
2003,10 000 - 14 999,Mercedes-Benz,270,ain_chock,"Voitures, Offre",Diesel,"(62000.0,)"
2009,200 000 - 249 999,Volkswagen,Polo,7 CV,"Voitures, Offre",Essence,"(60000.0,)"
2017,15 000 - 19 999,Opel,ADAM,7 CV,maarif,Essence,"(125000.0,)"
2007,180 000 - 189 999,Mercedes-Benz,CLASSE ML,12 CV,belvedere,Diesel,"(nan,)"
2011,130 000 - 139 999,Land Rover,Range Rover,16 CV,californie,Diesel,"(165000.0,)"
2017,40 000 - 44 999,Hyundai,i 10,6 CV,hay_al_bahja,Essence,"(nan,)"
1986,300 000 - 349 999,Peugeot,205,ain_chock,"Voitures, Offre",Diesel,"(nan,)"
2013,110 000 - 119 999,Volkswagen,Polo,7 CV,autre_secteur,Essence,"(nan,)"
2015,30 000 - 34 999,lancia,Delta,8 CV,ain_diab,Essence,"(110000.0,)"
2013,100 000 - 109 999,Dacia,Dokker,6 CV,hassan,Diesel,"(nan,)"
2015,100 000 - 109 999,Jeep,Wrangler,11 CV,alsace_lorraine,Diesel,"(nan,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(199.0,)"
2006,140 000 - 149 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,"(55000.0,)"
2012,100 000 - 109 999,Renault,Kangoo,centre_ville,"Voitures, Offre",Diesel,"(77000.0,)"
2014,130 000 - 139 999,Renault,Clio,7 CV,centre_ville,Essence,"(64000.0,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(179.0,)"
2015,35 000 - 39 999,Audi,Q5,8 CV,grand_boulevard_ahfir,Diesel,"(290000.0,)"
2016,55 000 - 59 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,"(82000.0,)"
2008,190 000 - 199 999,Mercedes-Benz,220,"Voitures, Offre","
",Diesel,"(65000.0,)"
2014,140 000 - 149 999,Volkswagen,Caddy,6 CV,ain_chock,Diesel,"(149000.0,)"
2008,180 000 - 189 999,Volkswagen,GOLF 5,"Voitures, Offre","
",Diesel,"(128000.0,)"
2007,130 000 - 139 999,Citroen,Berlingo,7 CV,autre_secteur,Diesel,"(79000.0,)"
2012,170 000 - 179 999,Peugeot,308,6 CV,"Voitures, Offre",Diesel,"(95000.0,)"
2017,35 000 - 39 999,Dacia,Logan,8 CV,hassan,Diesel,"(nan,)"
2013,200 000 - 249 999,Volkswagen,Touran,8 CV,autre_secteur,Diesel,"(180000.0,)"
1987,25 000 - 29 999,BMW,M,sidi_moumen,"Voitures, Offre",Diesel,"(10000.0,)"
2011,100 000 - 109 999,Ford,Focus,6 CV,hay_al_bahja,Diesel,"(nan,)"
2011,110 000 - 119 999,Mercedes-Benz,Classe E,12 CV,belvedere,Diesel,"(185000.0,)"
2015,50 000 - 54 999,Mercedes-Benz,220,"Voitures, Offre","
",Diesel,"(nan,)"
2009,150 000 - 159 999,Kia,C'eed,8 CV,oulfa,Diesel,"(100000.0,)"
2010,5 000 - 9 999,Changhe,Ideal,6 CV,"Voitures, Offre",Essence,"(14000.0,)"
2000,190 000 - 199 999,Renault,Safrane,11 CV,"Voitures, Offre",Essence,"(16500.0,)"
2013,140 000 - 149 999,Skoda,Octavia,8 CV,assaka,Diesel,"(nan,)"
