Annee_Modele,Kilometrage,Marque,Modele,Puissance_fiscale,Type,TypeDeCarburant,prix
2006,100 000 - 109 999,Peugeot,407,autre_secteur,"Voitures, Offre",Diesel,65 000
2015,95 000 - 99 999,Renault,Clio,oulfa,"Voitures, Offre",Diesel,93 000
2004,25 000 - 29 999,Dacia,Logan,9 CV,"Voitures, Offre",Essence,39 000
1995,200 000 - 249 999,Fiat,Uno,ain_chock,"Voitures, Offre",Essence,25 000
2015,130 000 - 139 999,Mercedes-Benz,Classe C,hay_sadri,"Voitures, Offre",Diesel,360 000
2008,300 000 - 349 999,Volkswagen,Jetta,plateau,"Voitures, Offre",Diesel,105 000
2013,90 000 - 94 999,Volkswagen,Fox,6 CV,2_mars,Essence,55 000
1990,30 000 - 34 999,Volkswagen,GOLF 2,6 CV,"Voitures, Offre",Diesel,38 000
"Autres, Offre de location",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",160
1999,120 000 - 129 999,Fiat,Palio,6 CV,"Voitures, Offre",Essence,29 000
2005,15 000 - 19 999,Renault,R9,7 CV,"Voitures, Offre",Essence,26 000
2007,90 000 - 94 999,BMW,Serie 3,17 CV,californie,Essence,115 000
2013,170 000 - 179 999,Volkswagen,GOLF 7,6 CV,"Voitures, Offre",Diesel,170 000
2015,110 000 - 119 999,Citroen,DS5,8 CV,saies,Diesel,195 000
2013,90 000 - 94 999,Nissan,Qashqai,"Voitures, Offre","
",Diesel,"(None,)"
2014,140 000 - 149 999,Ford,Focus,"Voitures, Offre","
",Diesel,"(None,)"
2012,25 000 - 29 999,Mercedes-Benz,Classe E,12 CV,yacoub_el_mansour,Diesel,"(None,)"
2013,120 000 - 129 999,Volkswagen,Touran,hay_el_hikma,"Voitures, Offre",Diesel,"(None,)"
2012,110 000 - 119 999,Volkswagen,Touran,8 CV,saies,Diesel,208 000
1999,200 000 - 249 999,Fiat,Uno,ain_chock,"Voitures, Offre",Essence,27 000
1,"-
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",gueliz,300
2012,140 000 - 149 999,Volkswagen,Touran,8 CV,iberie,Diesel,179 000
1999,30 000 - 34 999,Renault,19,toute_la_ville,"Voitures, Offre",Essence,32 000
2010,150 000 - 159 999,Toyota,Corolla,5 CV,"Voitures, Offre",Diesel,112 000
2012,5 000 - 9 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,64 000
2003,250 000 - 299 999,Peugeot,307 SW,autre_secteur,"Voitures, Offre",Diesel,57 000
2016,55 000 - 59 999,Dacia,Duster,6 CV,centre,Diesel,"(None,)"
2014,100 000 - 109 999,Peugeot,508,9 CV,oulfa,Diesel,154 000
1997,250 000 - 299 999,Fiat,other,10 CV,autre_secteur,Diesel,19 000
2013,110 000 - 119 999,Peugeot,308,6 CV,agdal,Diesel,106 000
2009,90 000 - 94 999,Dacia,Logan,6 CV,touilaa,Diesel,58 000
1999,15 000 - 19 999,Fiat,Uno,"Voitures, Offre","
",Essence,34 000
2016,35 000 - 39 999,Autres,Autres,10 CV,ain_borja,Diesel,100 000
centre_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",649
2007,190 000 - 199 999,Jaguar,X-Type,12 CV,hay_izdihar,Essence,55 000
2015,70 000 - 74 999,Citroen,C4 Picasso,6 CV,hay_hassani,Diesel,168 000
2016,70 000 - 74 999,Kia,Picanto,6 CV,hay_el_fath,Essence,"(None,)"
centre_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",799
centre_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",699
2017,15 000 - 19 999,Renault,Clio,6 CV,agdal,Diesel,143 000
2010,170 000 - 179 999,Land Rover,Range Rover,12 CV,yacoub_el_mansour,Diesel,160 000
2015,60 000 - 64 999,Mercedes-Benz,Classe C,9 CV,saies,Diesel,415 000
1992,25 000 - 29 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,52 000
2008,150 000 - 159 999,Honda,Accord,11 CV,ain_chock,Essence,68 000
2013,150 000 - 159 999,Volkswagen,Touareg,12 CV,gueliz,Diesel,"(None,)"
2010,170 000 - 179 999,Mercedes-Benz,Classe C,toute_la_ville,"Voitures, Offre",Diesel,205 000
2014,120 000 - 129 999,Audi,A5,8 CV,agdal,Diesel,280 000
2014,170 000 - 179 999,Kia,Sorento,7 CV,"Voitures, Offre",Diesel,110 000
2008,95 000 - 99 999,Chevrolet,Spark,anfa,"Voitures, Offre",Essence,39 000
2012,95 000 - 99 999,Peugeot,206,ain_borja,"Voitures, Offre",Diesel,70 000
2015,65 000 - 69 999,Porsche,other,12 CV,maarif,Diesel,"(None,)"
2014,140 000 - 149 999,Ford,Focus,"Voitures, Offre","
",Diesel,"(None,)"
2009,160 000 - 169 999,Fiat,Bravo,5 CV,centre_ville,Diesel,75 000
2016,85 000 - 89 999,Volkswagen,Touareg,12 CV,hay_izdihar,Diesel,"(None,)"
2008,120 000 - 129 999,Volkswagen,Fox,6 CV,massira_3,Essence,50 000
2005,200 000 - 249 999,Dacia,Logan,marjane_2,"Voitures, Offre",Essence,39 000
2009,190 000 - 199 999,Mercedes-Benz,Classe C,9 CV,"Voitures, Offre",Diesel,"(None,)"
2016,90 000 - 94 999,Renault,Clio,6 CV,gueliz,Diesel,"(None,)"
2016,70 000 - 74 999,Volkswagen,Touareg,12 CV,hay_charaf,Diesel,"(None,)"
2017,55 000 - 59 999,Land Rover,Range Rover Evoque,8 CV,gueliz,Diesel,"(None,)"
2003,20 000 - 24 999,Volkswagen,GOLF 4,toute_la_ville,"Voitures, Offre",Diesel,95 000
2017,60 000 - 64 999,Hyundai,Accent,7 CV,hay_izdihar,Diesel,"(None,)"
5,"192 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",wafa,2 112 000
2012,170 000 - 179 999,Ford,Focus,6 CV,ain_sebaa,Diesel,"(None,)"
2012,100 000 - 109 999,BMW,Serie 5,12 CV,targa,Diesel,"(None,)"
2012,90 000 - 94 999,Chevrolet,Camaro,24 CV,centre_ville,Essence,239 000
2015,65 000 - 69 999,Renault,Clio,6 CV,allal_el_fassi,Diesel,"(None,)"
2017,60 000 - 64 999,Audi,A5,8 CV,oulfa,Diesel,395 000
2015,70 000 - 74 999,BMW,Serie 4,9 CV,yacoub_el_mansour,Diesel,"(None,)"
2006,150 000 - 159 999,Peugeot,206,6 CV,narjis,Diesel,59 000
2014,75 000 - 79 999,Ford,Fiesta,6 CV,"Voitures, Offre",Diesel,98 000
2005,35 000 - 39 999,Chrysler,Pacifica,20 CV,yacoub_el_mansour,Essence,"(None,)"
2015,250 000 - 299 999,Land Rover,Range Rover,18 CV,medina,Diesel,"(None,)"
2014,85 000 - 89 999,Mercedes-Benz,Classe A,6 CV,hay_el_fath,Diesel,"(None,)"
1,"-
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",gueliz,300
2014,110 000 - 119 999,Volkswagen,Touran,8 CV,iberie,Diesel,235 000
2,"82 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",sidi_maarouf,830 000
2007,190 000 - 199 999,Volkswagen,Polo,6 CV,"Voitures, Offre",Essence,45 000
2016,65 000 - 69 999,Hyundai,ix 35,8 CV,"Voitures, Offre",Diesel,18 800
2012,110 000 - 119 999,Ford,Kuga,8 CV,"Voitures, Offre",Diesel,"(None,)"
2012,50 000 - 54 999,Audi,A5,11 CV,yacoub_el_mansour,Essence,"(None,)"
1,"-
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",gueliz,300
1,"-
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",gueliz,300
1,"-
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",gueliz,300
1,"-
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",gueliz,300
2011,90 000 - 94 999,Honda,Accord,autre_secteur,"Voitures, Offre",Essence,"(None,)"
2012,10 000 - 14 999,Alfa Romeo,GIULIA,18 CV,"Voitures, Offre",Essence,"(None,)"
2015,85 000 - 89 999,Mercedes-Benz,Classe CLS,12 CV,hay_riad,Diesel,400 000
2014,120 000 - 129 999,Renault,Symbol,centre_ville,"Voitures, Offre",Essence,56 000
2010,190 000 - 199 999,Mercedes-Benz,Classe E,12 CV,yacoub_el_mansour,Diesel,"(None,)"
"Pièces et Accessoires pour véhicules, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",600
1994,200 000 - 249 999,Renault,R19,ain_chock,"Voitures, Offre",Diesel,31 000
2007,110 000 - 119 999,BMW,Serie 3,16 CV,hay_hassani,Essence,119 000
2017,35 000 - 39 999,Fiat,TIPO,5 CV,hay_zaytoun,Diesel,"(None,)"
3,"110 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",route_ain_chkaf,"(None,)"
2007,200 000 - 249 999,Hyundai,Tucson,8 CV,toute_la_ville,Diesel,85 000
2006,150 000 - 159 999,Citroen,C4,7 CV,"Voitures, Offre",Diesel,70 000
2006,250 000 - 299 999,Mercedes-Benz,220,9 CV,autre_secteur,Diesel,123 000
2013,100 000 - 109 999,Hyundai,i 10,6 CV,narjis,Essence,59 000
2010,30 000 - 34 999,Renault,R19,7 CV,"Voitures, Offre",Diesel,53 000
2019,0 - 4 999,Land Rover,Range Rover Sport,12 CV,anfa,Diesel,"(None,)"
1,"-
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",gueliz,300
2017,45 000 - 49 999,Skoda,Octavia,8 CV,hay_massira,Diesel,178 000
mhamid,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre",199
2011,150 000 - 159 999,Volkswagen,GOLF 6,6 CV,centre_ville,Diesel,138 000
2001,0 - 4 999,Fiat,Palio,7 CV,"Voitures, Offre",Diesel,37 000
2017,65 000 - 69 999,Renault,Clio,"Voitures, Offre","
",Diesel,139 000
2018,5 000 - 9 999,Renault,Clio,6 CV,"Voitures, Offre",Diesel,"(None,)"
hay_el_fath,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(None,)"
2011,65 000 - 69 999,mini,country man,8 CV,maarif,Diesel,"(None,)"
2015,130 000 - 139 999,Renault,Clio,7 CV,hay_qods,Essence,"(None,)"
2008,0 - 4 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,65 000
2013,140 000 - 149 999,Jaguar,XF,8 CV,oulfa,Diesel,190 000
2018,0 - 4 999,Renault,Megane,8 CV,iberie,Diesel,205 000
2007,180 000 - 189 999,Volkswagen,Golf,8 CV,"Voitures, Offre",Diesel,97 000
2015,80 000 - 84 999,Ford,Focus,6 CV,hay_el_fath,Diesel,"(None,)"
1995,200 000 - 249 999,Renault,R5,5 CV,ben_serguaou,Essence,28 000
2016,70 000 - 74 999,Toyota,Corolla,6 CV,av_mohammed_v,Diesel,"(None,)"
1996,75 000 - 79 999,Suzuki,SX4,6 CV,"Voitures, Offre",Essence,40 000
2015,110 000 - 119 999,Ford,Focus,6 CV,"Voitures, Offre",Diesel,145 000
2009,200 000 - 249 999,BMW,Serie 3,agdal,"Voitures, Offre",Diesel,117 000
2013,200 000 - 249 999,Dacia,Logan,8 CV,"Voitures, Offre",Essence,65 000
2011,140 000 - 149 999,Mitsubishi,pajero,11 CV,"Voitures, Offre",Diesel,85 000
2013,55 000 - 59 999,Hyundai,i 10,6 CV,"Voitures, Offre",Essence,55 000
"Pièces et Accessoires pour véhicules, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",150
2016,100 000 - 109 999,Audi,Q7,12 CV,maarif,Diesel,"(None,)"
1998,140 000 - 149 999,Renault,R4,6 CV,"Voitures, Offre",Essence,19 000
2012,120 000 - 129 999,BMW,Serie 5,9 CV,massira,Diesel,"(None,)"
2016,25 000 - 29 999,Audi,A3,8 CV,racine,Diesel,275 000
2014,80 000 - 84 999,BMW,X1,4 CV,belvedere,Diesel,"(None,)"
2016,40 000 - 44 999,Peugeot,2008,6 CV,ain_borja,Diesel,145 000
2007,20 000 - 24 999,Seat,other,7 CV,maarif,Essence,57 000
1990,200 000 - 249 999,Peugeot,205,8 CV,massira,Essence,31 000
2016,40 000 - 44 999,Opel,ADAM,autre_secteur,"Voitures, Offre",Essence,"(None,)"
2011,30 000 - 34 999,Fiat,Ducato,4 CV,"Voitures, Offre",Diesel,160 000
2015,50 000 - 54 999,Fiat,Doblo,6 CV,"Voitures, Offre",Diesel,87 000
2008,0 - 4 999,Citroen,C4,hay_mohammadi,"Voitures, Offre",Diesel,75 000
2012,80 000 - 84 999,Ford,Focus,7 CV,hay_massira,Diesel,"(None,)"
2006,160 000 - 169 999,Renault,Scenic,6 CV,"Voitures, Offre",Diesel,73 000
2014,95 000 - 99 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,94 000
1996,400 000 - 449 999,Citroen,C15,7 CV,"Voitures, Offre",Diesel,35 000
2013,65 000 - 69 999,Renault,Symbol,7 CV,"Voitures, Offre",Essence,65 000
2015,100 000 - 109 999,Hyundai,Elantra,sidi_abbad,"Voitures, Offre",Diesel,"(None,)"
2012,95 000 - 99 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,67 000
2012,95 000 - 99 999,Hyundai,i 30,6 CV,"Voitures, Offre",Diesel,"(None,)"
2008,120 000 - 129 999,Mercedes-Benz,Classe C,8 CV,hay_el_fath,Diesel,142 000
"Services, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",220
2015,120 000 - 129 999,BMW,other,8 CV,mont_fleuri,Diesel,250 000
2009,150 000 - 159 999,Mercedes-Benz,220,9 CV,mont_fleuri,Diesel,200 000
2003,190 000 - 199 999,Peugeot,206,7 CV,saada,Diesel,48 000
2015,80 000 - 84 999,Citroen,C4,"Voitures, Offre","
",Diesel,109 000
2012,100 000 - 109 999,Peugeot,206,6 CV,narjis,Essence,53 000
2015,100 000 - 109 999,Volkswagen,Tiguan,toute_la_ville,"Voitures, Offre",Diesel,250 000
1991,0 - 4 999,Citroen,AX,5 CV,"Voitures, Offre",Essence,12 000
2012,120 000 - 129 999,lancia,Delta,8 CV,"Voitures, Offre",Diesel,108 000
2018,10 000 - 14 999,Land Rover,Range Rover Evoque,8 CV,les_cretes,Diesel,430 000
2010,180 000 - 189 999,Volkswagen,Tiguan,sidi_othmane,"Voitures, Offre",Diesel,"(None,)"
2017,35 000 - 39 999,Renault,Clio,6 CV,centre,Diesel,"(None,)"
2001,5 000 - 9 999,Toyota,Corolla,"Voitures, Offre","
",Essence,43 000
2015,60 000 - 64 999,Ford,Fiesta,6 CV,"Voitures, Offre",Diesel,11 000
2013,150 000 - 159 999,Ford,Fiesta,6 CV,mont_fleuri,Diesel,108 000
2016,85 000 - 89 999,Renault,Clio,6 CV,"Voitures, Offre",Diesel,108 000
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2015,130 000 - 139 999,Mercedes-Benz,Classe S,12 CV,medina,Diesel,"(None,)"
2013,130 000 - 139 999,Hyundai,Santa Fe,saies,"Voitures, Offre",Diesel,195 000
2015,85 000 - 89 999,Jeep,Grand Cherokee,belvedere,"Voitures, Offre",Diesel,"(None,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2012,250 000 - 299 999,Volkswagen,Amarok,8 CV,route_dagadir__essaouira,Diesel,"(None,)"
1997,180 000 - 189 999,Ford,Mondeo,2_mars,"Voitures, Offre",Diesel,27 000
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2017,45 000 - 49 999,Renault,Clio,6 CV,massira_1,Diesel,109 000
2013,60 000 - 64 999,Renault,Clio,autre_secteur,"Voitures, Offre",Essence,95 000
2016,70 000 - 74 999,Mercedes-Benz,Classe E,9 CV,hay_hassani,Diesel,"(None,)"
2017,80 000 - 84 999,Renault,Kadjar,6 CV,ain_sebaa,Diesel,190 000
3,"82 m²
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",la_belle_vue,300
2011,85 000 - 89 999,Ford,Fusion,"Voitures, Offre","
",Diesel,82 000
2013,95 000 - 99 999,Peugeot,Bipper,5 CV,"Voitures, Offre",Diesel,70 000
1989,190 000 - 199 999,Peugeot,309,toute_la_ville,"Voitures, Offre",Diesel,4 000
2015,80 000 - 84 999,Ford,Fiesta,6 CV,marjane_2,Diesel,80 000
2003,150 000 - 159 999,Renault,Kangoo,al_fida,"Voitures, Offre",Diesel,53 000
2012,100 000 - 109 999,Honda,Civic,8 CV,"Voitures, Offre",Essence,112 000
2015,110 000 - 119 999,Land Rover,Range Rover Evoque,"Voitures, Offre","
",Diesel,270 000
2012,170 000 - 179 999,Volkswagen,GOLF 6,8 CV,ain_sebaa,Diesel,158 000
2016,85 000 - 89 999,Citroen,Berlingo,"Voitures, Offre","
",Diesel,"(None,)"
1990,25 000 - 29 999,Opel,KADETT,7 CV,"Voitures, Offre",Diesel,"(None,)"
2012,170 000 - 179 999,Volkswagen,Caddy,6 CV,"Voitures, Offre",Diesel,128 000
2015,80 000 - 84 999,Mitsubishi,outlander,9 CV,maarif,Diesel,220 000
2014,90 000 - 94 999,Ford,Fiesta,6 CV,abattoirs,Diesel,110 000
2014,95 000 - 99 999,Peugeot,508,8 CV,belvedere,Diesel,"(None,)"
2,"-
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",californie,6 000
2007,200 000 - 249 999,Hyundai,Santa Fe,9 CV,hay_izdihar,Diesel,105 000
2018,5 000 - 9 999,Dacia,Sandero,6 CV,autre_secteur,Diesel,"(None,)"
2017,30 000 - 34 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,"(None,)"
2011,130 000 - 139 999,Hyundai,Santa Fe,9 CV,"Voitures, Offre",Diesel,142 000
2006,200 000 - 249 999,Volkswagen,Touareg,8 CV,"Voitures, Offre",Diesel,95 000
centre_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Accessoires informatique et Gadgets, Offre",399
2011,120 000 - 129 999,Audi,Q5,8 CV,belvedere,Diesel,"(None,)"
2,"-
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",oulfa,650 000
2016,190 000 - 199 999,Volkswagen,Caddy,"Voitures, Offre","
",Diesel,145 000
2010,15 000 - 19 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,50 000
2013,190 000 - 199 999,Volkswagen,Touareg,12 CV,souani,Diesel,189 000
2017,45 000 - 49 999,Peugeot,208,6 CV,souani,Diesel,134 000
1986,45 000 - 49 999,Renault,R5,le_centreville,"Voitures, Offre",Diesel,25 000
2013,85 000 - 89 999,Suzuki,SPLASH,6 CV,"Voitures, Offre",Essence,62 000
2007,120 000 - 129 999,Volkswagen,Polo,oulfa,"Voitures, Offre",Diesel,57 000
2006,5 000 - 9 999,Fiat,Uno,7 CV,"Voitures, Offre",Diesel,24 000
2014,140 000 - 149 999,Peugeot,508,6 CV,oulfa,Diesel,115 000
2005,35 000 - 39 999,Volkswagen,Gol,8 CV,"Voitures, Offre",Diesel,44 000
2015,75 000 - 79 999,Jeep,Wrangler,11 CV,oulfa,Diesel,260 000
agdal,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre",800
2014,90 000 - 94 999,Ford,Focus,toute_la_ville,"Voitures, Offre",Diesel,140 000
2009,350 000 - 399 999,Fiat,Doblo,8 CV,"Voitures, Offre",Diesel,65 000
2009,130 000 - 139 999,Volkswagen,GOLF 5,"Voitures, Offre","
",Essence,80 300
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",199
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",179
2017,60 000 - 64 999,Audi,A5,8 CV,oulfa,Diesel,395 000
1990,250 000 - 299 999,Peugeot,309,7 CV,"Voitures, Offre",Diesel,36 000
2006,140 000 - 149 999,Suzuki,Alto,6 CV,centre_ville,Essence,29 000
2013,70 000 - 74 999,Volkswagen,PASSAT CC,gueliz,"Voitures, Offre",Diesel,210 000
2017,35 000 - 39 999,Dacia,Logan,8 CV,hassan,Diesel,"(None,)"
2016,20 000 - 24 999,Fiat,500,anfa,"Voitures, Offre",Essence,110 000
2014,85 000 - 89 999,Fiat,Punto,ben_msick,"Voitures, Offre",Diesel,77 000
2006,0 - 4 999,Fiat,Uno,7 CV,"Voitures, Offre",Diesel,24 000
2015,130 000 - 139 999,Peugeot,301,6 CV,"Voitures, Offre",Diesel,86 500
2014,85 000 - 89 999,Peugeot,Bipper,6 CV,route_de_sefrou,Diesel,"(None,)"
2015,110 000 - 119 999,Land Rover,Range Rover Evoque,8 CV,toute_la_ville,Diesel,"(None,)"
2,"95 m²
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",hay_mohammadi,"(None,)"
2013,200 000 - 249 999,Volkswagen,Touran,8 CV,autre_secteur,Diesel,180 000
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",749
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
yacoub_el_mansour,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Electroménager et Vaisselles, Offre",190
2017,35 000 - 39 999,Hyundai,Accent,saies,"Voitures, Offre",Diesel,115 000
2012,75 000 - 79 999,Suzuki,Grand Vitara,9 CV,hay_dakhla,Essence,80 000
2017,50 000 - 54 999,Dacia,Duster,6 CV,"Voitures, Offre",Diesel,145 000
1986,100 000 - 109 999,Peugeot,205,6 CV,"Voitures, Offre",Essence,31 000
2016,55 000 - 59 999,Hyundai,ix 35,7 CV,"Voitures, Offre",Diesel,180 000
2018,100 000 - 109 999,Volkswagen,Touran,8 CV,"Voitures, Offre",Diesel,213 000
2015,85 000 - 89 999,Nissan,Qashqai,"Voitures, Offre","
",Diesel,"(None,)"
2015,100 000 - 109 999,Volkswagen,Tiguan,toute_la_ville,"Voitures, Offre",Diesel,250 000
2014,100 000 - 109 999,Mercedes-Benz,Classe C,9 CV,hay_el_fath,Diesel,"(None,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",499
2016,35 000 - 39 999,Volkswagen,Polo,6 CV,"Voitures, Offre",Diesel,115 000
2014,80 000 - 84 999,Hyundai,i 10,6 CV,autre_secteur,Essence,"(None,)"
2016,80 000 - 84 999,Dacia,Sandero,6 CV,massira_1,Essence,74 000
8,"3200 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",souissi,"(None,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2011,200 000 - 249 999,Kia,Sorento,hay_riad,"Voitures, Offre",Diesel,"(None,)"
2014,100 000 - 109 999,Audi,Q5,8 CV,toute_la_ville,Diesel,"(None,)"
2019,0 - 4 999,Land Rover,Range Rover Sport,12 CV,anfa,Diesel,"(None,)"
1988,0 - 4 999,Renault,Trafic,al_baladya,"Voitures, Offre",Diesel,"(None,)"
2009,120 000 - 129 999,Volkswagen,Tiguan,hay_salam,"Voitures, Offre",Essence,110 000
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2018,10 000 - 14 999,Dacia,Duster,6 CV,"Voitures, Offre",Diesel,186 000
2013,140 000 - 149 999,Volkswagen,Passat,8 CV,hay_riad,Diesel,"(None,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2015,85 000 - 89 999,Volkswagen,Touran,6 CV,toute_la_ville,Diesel,"(None,)"
2010,130 000 - 139 999,Mercedes-Benz,Classe B,"Voitures, Offre","
",Diesel,115 000
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2014,70 000 - 74 999,Ford,Kuga,8 CV,"Voitures, Offre",Diesel,226 000
2014,60 000 - 64 999,Dacia,Duster,6 CV,hay_riad,Diesel,"(None,)"
2013,80 000 - 84 999,Land Rover,Range Rover Sport,12 CV,medina,Diesel,"(None,)"
2010,150 000 - 159 999,Mercedes-Benz,Classe E,12 CV,oulfa,Diesel,"(None,)"
2013,130 000 - 139 999,Ford,Fiesta,6 CV,el_qaria,Diesel,"(None,)"
2016,40 000 - 44 999,Jeep,Cherokee,belvedere,"Voitures, Offre",Diesel,"(None,)"
2013,120 000 - 129 999,Land Rover,Range Rover Sport,12 CV,autre_secteur,Diesel,265 000
2017,60 000 - 64 999,Ford,Focus,6 CV,autre_secteur,Diesel,"(None,)"
2011,140 000 - 149 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,"(None,)"
2015,85 000 - 89 999,Renault,Clio,"Voitures, Offre","
",Diesel,"(None,)"
